gap1-1	179	[R4:gap1-1] Strategy-2 bare substring containment picks a superstring-titled sibling — or an entirely different owned record — as the Discogs play-count write target, and misses exactly-owned records on decorated Shazam titles
gap1-2	180	[R4:gap1-2] SideIndex.from_tracklist locates the track by exact lower().strip() equality — routine Shazam-vs-Discogs title divergence (remaster/live/feat suffixes, ’ vs ', NFD accents) silently forfeits the album-completion Play Count and blanks t…
data-3	181	[R4:data-3] Last.fm love targets last identified track, not the closer that armed it — replay or FALLBACK swap after the closer loves the wrong track/artist (executed repro)
gap1-3	182	[R4:gap1-3] Shazam attribution swing to an owned release whose tracklist ends with the playing track mints a one-track split-off session that phantom-credits that record's Play Count
gap1-4	183	[R4:gap1-4] Strategy 1 accepts the first owned release among 25 loose-search candidates with no title cross-check — a similar-titled owned album can become the instance_id write target
gap3-1	184	[R4:gap3-1] B-4's uncached DB-tier carve-out revokes the album-split detector's documented same-release-id premise: one transient blip on an album's first resolve causes a spurious split, and in the closer-first case silently loses the Play Count …
data-4	185	[R4:data-4] Same-release re-drop within the 45s silence window merges two complete playthroughs into one session — Play Count undercounts by one (split blind to equal release ids)
data-1	186	[R4:data-1] #163 finalize retry re-runs the full read-modify-write, double-crediting Play Count when a POST outcome is ambiguous (applied but response lost)
data-2	187	[R4:data-2] Shutdown cancels an album-split credit mid-write: the inline finalize in the recognition leg is cancelled before tracker.drain(), which only covers _bg_tasks — silent half-credit (CONC-1 class, split path)
err-1	188	[R4:err-1] Transient 429/network error during _build_result's lazy release fetch is swallowed per-field and the degraded result (no cover, empty tracklist) is cached session-long as a Discogs hit, silently forfeiting the album's Play Count / Last …
err-3	189	[R4:err-3] is_transient() classifies HTTP 401/403/404 as transient — a revoked Discogs token or wrong username silently stops play-count accrual forever, logged only as INFO "(transient)"
err-4	190	[R4:err-4] A transient MusicBrainz outage is flattened to None by CoverArtFallback's outer except, and resolve() caches that None as the album's FALLBACK payload for the whole session
stab-2	191	[R4:stab-2] Collection index and album cache never expire within a process lifetime; the 'restarts daily' premise is unimplemented, so records added to Discogs during long uptimes are silently never Play-Count credited until a restart
err-2	192	[R4:err-2] Stale shared-pool comments + false "caller has no further retry" log; #163's finalize retry burns all 3 attempts inside a >10s Retry-After window (loss itself already accepted in #88)
stab-1	193	[R4:stab-1] No music gate on recognition: every silent chunk is Shazam-POSTed (~8,640/day idle), despite the silence verdict being computed one line earlier
conc-1	194	[R4:conc-1] Rebuild-loop device re-resolution reads PortAudio's import-time snapshot: comment and #164 test promise late-enumeration/re-plug recovery the library cannot deliver; a device absent at import or re-plugged to a new card index leaves ca…
conc-3	195	[R4:conc-3] Recognition commits are not gated on the silence detector's music state: sub-threshold audio yields sessions SESSION_ENDED can never end — overnight stuck card, wrong/merged Discogs credits (album-split partially recovers), lost loves;…
conc-4	196	[R4:conc-4] commit() logs 'Now playing' and returns True after the tracker's CONC-6 stale drop, contradicting its documented False-on-discard contract
err-5	197	[R4:err-5] Per-chunk 'ShazamIO recognition failed' WARNING is unthrottled — a fast-failing network outage writes ~8,640 identical journal lines/day, the flood class #178/PCONC-4 throttled in capture.py
ops-1	198	[R4:ops-1] Fresh install per setup guide is dead: Imager's default "Raspberry Pi OS (64-bit)" is now Trixie/Python 3.13, where shazamio's pydub dep cannot import (audioop removed) — pip succeeds, every recognition chunk fails silently as a miss
gap2-1	199	[R4:gap2-1] discogs_live_check.py verifies only play_count_field_name; a misconfigured last_played_field_name passes every check green
ops-2	200	[R4:ops-2] pi-setup-guide display config and screen blanking target the legacy X11/firmware stack; inert on every OS the guide's Imager step can flash (Trixie now, Bookworm as Legacy)
ops-3	201	[R4:ops-3] Doc's only remedy for the boot-time session race (After=graphical-session.target in a system unit) is a verified silent no-op; StartLimitBurst=5/RestartSec=10 lets the race exhaust retries in ~50s
sec-1	202	[R4:sec-1] Discogs user token leaks verbatim into persistent logs via discogs_client exception text on any network blip (bypasses _redact_url)
